Date,symbol,ltp,high,low,open,close,ycp,trade,value,volume
2024-12-25,BRACBANK,48.8,48.8,48.4,48.5,48.6,48.6,260.0,28.305,582565.0
2024-12-26,BRACBANK,48.8,48.9,48.3,48.8,48.8,48.6,286.0,21.327,438868.0
2024-12-27,BRACBANK,48.8,48.9,48.3,48.8,48.8,48.6,286.0,21.327,438868.0
2024-12-28,BRACBANK,48.8,48.9,48.3,48.8,48.8,48.6,286.0,21.327,438868.0
2024-12-29,BRACBANK,48.7,49.4,48.6,48.8,48.7,48.8,430.0,38.226,781803.0
2024-12-30,BRACBANK,49.0,49.2,48.7,48.9,49.0,48.7,336.0,27.723,567082.0
2024-12-31,BRACBANK,49.0,49.2,48.7,48.9,49.0,48.7,336.0,27.723,567082.0
2025-01-01,BRACBANK,49.5,49.5,48.8,49.0,49.4,49.0,488.0,27.123,549937.0
2025-01-02,BRACBANK,50.5,50.8,49.5,49.5,50.5,49.4,1119.0,58.947,1172954.0
2025-01-03,BRACBANK,50.5,50.8,49.5,49.5,50.5,49.4,1119.0,58.947,1172954.0
2025-01-04,BRACBANK,50.5,50.8,49.5,49.5,50.5,49.4,1119.0,58.947,1172954.0
2025-01-05,BRACBANK,50.3,51.3,50.2,50.5,50.3,50.5,798.0,46.287,915438.0
2025-01-06,BRACBANK,49.9,50.3,49.7,50.3,49.9,50.3,668.0,46.861,939089.0
2025-01-07,BRACBANK,49.9,50.3,49.8,50.2,49.9,49.9,598.0,55.273,1105330.0
2025-01-08,BRACBANK,49.8,50.1,49.7,49.9,49.8,49.9,400.0,26.982,540671.0
2025-01-09,BRACBANK,50.0,50.2,49.8,50.0,50.0,49.8,383.0,19.971,399949.0
2025-01-10,BRACBANK,50.0,50.2,49.8,50.0,50.0,49.8,383.0,19.971,399949.0
2025-01-11,BRACBANK,50.0,50.2,49.8,50.0,50.0,49.8,383.0,19.971,399949.0
2025-01-12,BRACBANK,49.0,50.0,48.9,50.0,49.0,50.0,558.0,29.446,595586.0
2025-01-13,BRACBANK,49.0,49.8,48.8,49.5,49.0,49.0,483.0,55.366,1128463.0
